카바, 96, 167
차아, 83, 186
파나, 85, 155
다자, 85, 178
나사, 57, 144
아바, 58, 198
자라, 97, 164
하타, 59, 164
하타, 62, 162
사사, 74, 170
파사, 78, 158
차가, 83, 163
차사, 93, 148
차타, 74, 155
차라, 78, 181
마파, 70, 147
마카, 47, 151
아마, 40, 162
타마, 95, 171
바카, 41, 147
가하, 90, 188
차자, 85, 163
파사, 53, 194
라나, 96, 190
아다, 58, 165
타카, 53, 161
아파, 95, 151
아카, 89, 191
나타, 97, 176
사차, 69, 165
자차, 73, 187
바하, 56, 180
차나, 93, 159
가바, 45, 184
차하, 48, 197
하카, 84, 160
다파, 77, 174
바마, 70, 177
하파, 80, 176
아나, 61, 172
타자, 52, 182
바카, 41, 181
라카, 86, 176
바하, 49, 191
카카, 87, 181
바라, 85, 182
다파, 46, 147
하자, 70, 164
사바, 62, 145
라라, 78, 158
자아, 87, 183
라하, 44, 154
아사, 82, 198
가가, 86, 168
차하, 95, 141
하사, 42, 193
차아, 73, 151
다하, 92, 176
라차, 77, 174
나사, 74, 177
가자, 78, 156
라하, 65, 160
차라, 82, 153
아사, 59, 178
타나, 94, 175
차나, 81, 191
자바, 79, 164
다가, 93, 168
자다, 66, 153
사타, 59, 148
아차, 48, 184
나마, 49, 198
파파, 96, 191
카마, 55, 142
차타, 97, 151
파하, 89, 159
다파, 52, 191
바자, 84, 199
카다, 71, 170
아타, 86, 191
사라, 98, 187
카아, 98, 166
하가, 78, 188
다마, 69, 188
가다, 97, 165
아나, 71, 157
가카, 71, 168
파마, 63, 181
가자, 59, 194
나카, 79, 180
하바, 72, 154
카라, 85, 146
사마, 84, 153
파아, 69, 189
아가, 74, 161
아마, 84, 156
나다, 70, 158
타마, 56, 167
바아, 99, 157
차나, 52, 147
다파, 56, 195
나바, 48, 167
나다, 93, 178
다바, 46, 182
마파, 54, 193
바파, 91, 199
가바, 47, 143
마카, 42, 148
자하, 98, 188
하자, 64, 153
자나, 67, 184
바자, 65, 169
나카, 90, 196
다아, 91, 185
나타, 43, 182
차자, 88, 151
라자, 42, 184
카자, 86, 151
나나, 45, 168
바카, 89, 178
타아, 79, 197
카사, 74, 149
사가, 80, 177
파가, 80, 160
사사, 92, 159
다가, 79, 175
자사, 72, 177
카타, 85, 161
하차, 57, 186
가하, 44, 151
차라, 76, 154
나하, 81, 156
자파, 60, 169
하카, 57, 171
바다, 98, 176
카나, 56, 162
차나, 60, 144
하하, 85, 175
나다, 64, 199
가나, 68, 175
라하, 54, 195
라가, 53, 159
차타, 60, 170
나파, 98, 176
하하, 64, 172
타나, 89, 145
다마, 97, 146
다타, 84, 168
자자, 62, 168
라바, 47, 178
가나, 72, 140
사사, 60, 159
마카, 67, 156
바가, 70, 189
사아, 98, 141
나파, 43, 191
바타, 62, 187
라자, 83, 189
마나, 53, 165
사마, 67, 154
자카, 60, 161
아가, 68, 199
가바, 80, 153
나사, 68, 149
마사, 91, 158
차라, 46, 196
라마, 58, 169
차차, 45, 178
사아, 53, 170
하사, 54, 195
타타, 46, 192
라라, 70, 179
나사, 64, 157
라바, 61, 154
마사, 84, 182
가가, 51, 166
차마, 89, 158
사라, 60, 168
사하, 44, 175
차타, 78, 191
다아, 88, 166
다가, 89, 166
하마, 53, 145
바차, 45, 142
아아, 99, 190
파타, 50, 182
하카, 58, 188
다타, 70, 152
차하, 78, 160
파마, 66, 177
나나, 78, 163
하타, 78, 190
나차, 73, 170
마하, 80, 198
하타, 99, 197
사하, 72, 186
가차, 59, 154
아라, 51, 152
아카, 49, 191
다나, 40, 175
마파, 77, 141
파카, 67, 170
나타, 67, 181
가아, 66, 166
하아, 58, 160
바가, 50, 165
나나, 50, 145
마하, 43, 141
하사, 81, 150
사타, 80, 172
가아, 41, 163
라마, 48, 166
나가, 84, 194
아사, 41, 152
파바, 62, 199
자카, 69, 190
하라, 94, 191
차나, 83, 141
타다, 68, 149
자자, 43, 158
자사, 68, 174
자자, 79, 176
하파, 99, 164
가차, 76, 155
카나, 96, 144
하아, 67, 149
타카, 65, 189
카가, 50, 195
차아, 88, 156
사가, 82, 154
자자, 61, 157
마카, 49, 165
차라, 83, 157
하가, 62, 142
다마, 96, 147
차타, 66, 194
하하, 69, 167
자카, 43, 195
아마, 56, 160
하라, 40, 156
가파, 67, 140
파다, 52, 198
나하, 79, 167
타차, 55, 163
마카, 95, 192
라바, 86, 174
자가, 81, 174
아라, 57, 179
하마, 69, 181
다아, 97, 147
자사, 74, 168
다차, 81, 194
자아, 77, 149
아사, 88, 141
사타, 88, 148
사카, 40, 176
다바, 96, 159
바아, 80, 165
나사, 43, 164
하다, 52, 158
마나, 99, 141
나타, 76, 168
파파, 51, 146
카가, 67, 197
라차, 85, 185
사타, 88, 152
자다, 73, 147
나사, 92, 184
자타, 95, 146
라아, 92, 179
하사, 40, 171
차라, 80, 193
바아, 97, 155
바가, 44, 178
바아, 89, 176
파자, 53, 199
사나, 59, 193
타마, 84, 148
자차, 68, 179
타가, 89, 180
가아, 79, 170
사나, 60, 147
나라, 71, 160
나자, 91, 166
사라, 85, 162
가하, 70, 157
카나, 55, 154
마타, 97, 182
다하, 68, 158
라바, 49, 188
다차, 58, 146
바사, 63, 146
다다, 53, 147
다마, 46, 192
다사, 97, 152
타사, 68, 184
라타, 80, 173
나파, 74, 189
마차, 97, 170
라하, 85, 148
가파, 69, 141
사파, 79, 188
다라, 82, 188
아파, 88, 156
파타, 46, 159
바자, 42, 185
가바, 43, 148
차타, 88, 171
가가, 80, 166
타나, 58, 199
마바, 67, 161
타카, 90, 199
아마, 76, 192
마자, 58, 190
아카, 90, 168
사나, 45, 177
카가, 46, 190
가파, 58, 157
마나, 49, 144
파아, 76, 159
나타, 42, 179
타나, 85, 183
다다, 46, 190
가다, 60, 148
마다, 65, 172
타차, 87, 193
아바, 67, 163
카다, 42, 171
하파, 92, 154
아자, 61, 166
나라, 81, 174
나라, 86, 163
아마, 51, 198
하다, 82, 173
바자, 41, 188
마파, 48, 172
나타, 98, 162
바라, 97, 152
바차, 77, 156
파차, 55, 150
파타, 83, 147
파가, 53, 188
하차, 95, 175
가바, 72, 199
마파, 87, 180
마타, 41, 187
카자, 56, 178
나사, 65, 183
마나, 73, 155
나자, 45, 178
아차, 99, 198
카파, 67, 144
다차, 70, 153
다하, 51, 177
가타, 56, 153
타가, 55, 194
파라, 93, 161
다다, 51, 169
마카, 56, 147
다나, 41, 171
하나, 40, 185
하나, 93, 193
나가, 55, 141
자가, 62, 156
차사, 44, 166
가차, 43, 193
카아, 58, 179
하아, 95, 147
자마, 61, 190
하아, 76, 177
파카, 46, 181
다차, 89, 192
타사, 95, 146
마라, 56, 145
파하, 53, 163
카라, 48, 194
파하, 89, 192
사자, 85, 153
아다, 52, 179
가아, 52, 175
라마, 56, 196
아다, 66, 166
카자, 79, 153
파자, 69, 193
바자, 63, 151
파파, 60, 144
차라, 43, 196
자마, 90, 163
바자, 51, 155
아카, 40, 145
아아, 97, 172
하하, 90, 183
사라, 69, 172
나차, 88, 192
가타, 86, 165
가카, 47, 195
파자, 97, 196
마가, 57, 157
타사, 63, 183
아차, 92, 152
가바, 78, 184
다카, 57, 154
가자, 58, 153
하카, 86, 178
다타, 45, 157
아나, 40, 172
사가, 49, 176
사나, 53, 167
라가, 75, 192
가카, 92, 191
카다, 50, 147
타자, 81, 175
자다, 65, 193
사나, 80, 151
자하, 66, 174
파바, 62, 198
아카, 48, 166
아타, 47, 182
라다, 88, 164
가차, 97, 187
바바, 56, 152
타가, 79, 190
하타, 51, 176
타차, 49, 158
카카, 92, 147
타파, 92, 192
타마, 46, 196
다파, 74, 158
가라, 86, 143
자라, 89, 158
나마, 47, 161
타사, 75, 191
하다, 65, 170
바아, 44, 169
다하, 93, 142
카파, 51, 191
마사, 56, 154
타차, 93, 144
다다, 90, 173
카마, 86, 142
바아, 86, 198
마라, 50, 151
사마, 65, 182
차마, 47, 176
바차, 79, 157
바다, 89, 155
사아, 42, 168
가자, 62, 191
자자, 65, 156
타나, 95, 180
자차, 57, 185
아하, 98, 193
사아, 72, 152
라자, 62, 152
바타, 45, 145
타사, 90, 148
자사, 67, 142
카파, 55, 147
파차, 40, 165
카카, 53, 156
마하, 75, 188
자파, 49, 162
아바, 98, 173
파다, 79, 173
마타, 57, 162
나차, 59, 158
자나, 98, 158
라나, 77, 182
차바, 72, 161
가카, 92, 162
카카, 99, 192
사사, 98, 172
카라, 76, 164
사바, 58, 140
라타, 89, 153
바아, 47, 164
하하, 74, 169
자카, 81, 199
타나, 40, 158
차아, 86, 148
나하, 60, 141
카나, 55, 157
마사, 88, 184
다타, 50, 163
나하, 94, 151
라파, 59, 183
다파, 68, 154
차카, 58, 147
카파, 78, 181
카가, 70, 192
자라, 89, 154
가아, 49, 156
카아, 97, 154
타하, 76, 198
하다, 47, 177
카자, 85, 188
파라, 72, 143
나마, 64, 146
카다, 94, 170
카차, 98, 151
카카, 75, 196
다바, 62, 167
자라, 62, 164
라바, 41, 164
나하, 85, 161
라다, 97, 151
가다, 68, 166
라하, 71, 149
라바, 82, 157
라카, 51, 156
차아, 67, 185
자가, 98, 184
아바, 76, 166
마나, 53, 149
마아, 61, 172
나파, 67, 178
바다, 75, 184
자타, 59, 162
가나, 88, 166
타사, 48, 152
바마, 91, 173
다자, 94, 153
타나, 66, 144
라타, 76, 155
나마, 90, 172
하차, 58, 164
자가, 68, 189
나카, 49, 149
라카, 60, 163
타가, 92, 176
타사, 79, 179
아바, 91, 143
아가, 69, 145
파나, 64, 140
타자, 56, 181
바차, 73, 148
다자, 58, 171
가하, 80, 150
사아, 75, 141
라자, 92, 160
자하, 78, 148
카아, 63, 156
마다, 79, 184
나사, 63, 194
다나, 77, 196
하자, 84, 195
차다, 62, 151
나가, 96, 170
마카, 64, 160
라자, 95, 150
나차, 91, 158
카마, 47, 190
타자, 73, 186
파타, 41, 192
마라, 45, 169
사파, 42, 141
아아, 55, 154
다사, 81, 199
타카, 44, 146
사차, 80, 190
다아, 48, 197
카아, 44, 167
나마, 50, 171
하하, 42, 186
아타, 47, 169
라자, 48, 162
나카, 78, 165
가카, 68, 155
아하, 85, 192
카라, 83, 166
아차, 79, 198
하마, 98, 194
파마, 46, 194
마자, 53, 144
하차, 42, 195
아타, 42, 154
타라, 50, 188
타아, 96, 169
타카, 74, 148
마하, 70, 169
바하, 70, 199
차하, 51, 184
하마, 86, 166
가파, 67, 171
마다, 52, 160
나사, 88, 149
다카, 46, 184
카라, 89, 167
자가, 69, 141
자자, 72, 171
나사, 80, 192
차마, 77, 143
라차, 59, 172
사사, 99, 189
아자, 79, 169
타아, 78, 151
카가, 56, 183
하나, 78, 167
바파, 68, 195
나나, 88, 180
다타, 53, 198
하나, 83, 151
바파, 63, 191
카사, 44, 144
파라, 84, 194
하파, 98, 178
마마, 75, 168
바바, 87, 192
나바, 40, 177
차차, 52, 161
카가, 66, 159
가자, 83, 180
하마, 40, 147
가카, 80, 149
아사, 57, 169
자타, 52, 181
하차, 54, 143
자카, 44, 176
타하, 43, 141
마하, 53, 194
마라, 59, 196
하사, 41, 148
나사, 45, 173
타자, 68, 180
나다, 94, 148
다마, 61, 172
차차, 64, 149
아다, 44, 198
다자, 79, 149
카라, 43, 189
가아, 65, 170
가자, 86, 186
다라, 76, 157
하차, 80, 149
아마, 80, 194
다가, 63, 178
사다, 42, 176
나나, 75, 182
다사, 99, 142
차자, 94, 156
사사, 85, 155
타카, 64, 183
마가, 57, 143
라하, 51, 162
마가, 71, 184
하다, 70, 176
라자, 87, 176
바차, 99, 156
라파, 66, 164
자파, 81, 141
카파, 79, 195
하파, 47, 196
가차, 82, 177
다가, 41, 148
자카, 68, 188
바파, 70, 162
바파, 73, 160
가라, 68, 167
라바, 71, 154
나타, 44, 140
나카, 69, 168
다마, 63, 162
하라, 74, 171
사나, 75, 149
다가, 81, 166
다차, 68, 193
바라, 84, 187
바하, 74, 175
사하, 47, 143
카바, 40, 180
카나, 91, 143
바아, 69, 163
파파, 61, 158
가차, 42, 170
사자, 84, 197
파사, 74, 199
바바, 83, 192
마파, 69, 169
타차, 51, 159
하차, 97, 167
타라, 82, 159
나사, 98, 146
라다, 88, 146
파차, 43, 192
타파, 40, 153
가가, 46, 191
바나, 58, 193
카아, 76, 162
타파, 92, 181
차타, 51, 164
아타, 56, 181
하카, 40, 162
파자, 66, 172
자타, 47, 153
다바, 71, 198
파자, 81, 142
가다, 71, 185
파가, 78, 161
타하, 41, 159
하하, 46, 171
사마, 67, 166
바하, 57, 149
나자, 68, 153
사하, 88, 150
자가, 40, 163
사타, 83, 148
파카, 55, 159
나카, 73, 148
사아, 71, 184
마하, 44, 163
사차, 96, 140
하가, 45, 181
아차, 79, 169
하하, 94, 146
차자, 86, 149
마가, 89, 153
타카, 63, 141
하카, 79, 170
라카, 88, 160
다하, 75, 188
하아, 42, 196
타하, 81, 168
가사, 51, 146
아라, 52, 186
사카, 93, 169
파사, 95, 163
마나, 87, 146
마나, 52, 173
마카, 56, 178
하가, 52, 168
라가, 94, 155
파라, 70, 153
차가, 47, 193
하사, 46, 174
라파, 77, 164
나카, 66, 190
나아, 84, 143
카자, 41, 140
파바, 85, 143
가바, 65, 197
마다, 55, 171
가가, 82, 142
나사, 47, 196
타타, 99, 181
사사, 81, 196
아나, 40, 176
사차, 71, 166
타파, 63, 166
하바, 72, 191
하아, 83, 178
파차, 97, 143
차파, 74, 186
차하, 73, 141
가아, 87, 163
카나, 53, 167
라타, 51, 186
바차, 92, 169
자사, 95, 189
바나, 52, 167
하사, 49, 158
사라, 46, 187
차차, 52, 146
바라, 88, 167
파다, 45, 170
타파, 91, 149
다바, 48, 141
타마, 73, 161
라아, 88, 162
차아, 51, 158
다다, 51, 155
가다, 54, 141
마사, 76, 179
아차, 61, 192
타마, 63, 180
나카, 64, 196
라자, 81, 176
바가, 48, 154
자카, 92, 191
자다, 71, 193
파파, 70, 183
카바, 48, 199
나파, 53, 164
하사, 51, 143
사하, 51, 148
다파, 65, 171
가자, 53, 181
파다, 61, 162
가하, 89, 180
카사, 85, 198
차마, 83, 163
마파, 84, 195
카하, 41, 141
마바, 71, 150
하마, 41, 170
다사, 48, 170
차사, 77, 146
바차, 46, 158
타타, 66, 183
마카, 64, 177
아다, 44, 171
카자, 97, 174
파카, 99, 163
자가, 80, 187
하아, 79, 186
마나, 42, 140
다나, 51, 158
가파, 54, 156
라자, 85, 172
가타, 77, 162
마아, 97, 189
라카, 76, 195
타자, 88, 193
파아, 63, 198
라다, 56, 156
바라, 66, 146
타마, 40, 149
차타, 54, 183
차카, 79, 152
가마, 70, 183
바라, 84, 192
파마, 71, 145
타차, 86, 185
